INPUT:
start: 2010-01-01
factor: ['pb']
weightType: 1
factor_direction: [1]
end: 2011 -01-01
n: 10
path: D:\strategy\GDP\GD.db
hedgemethod: 1
industry_neutral: 0
backperiod: 20
positionType: 2

OUTPUT:
	time	stkcd	weight
7	2010-04-23	601099	0.0735614730427599
8	2010-04-23	600547	0.07910637288081833
9	2010-04-23	600816	0.15101756849194803
0	2010-04-26	600276	0.07587508912650326
1	2010-04-26	000568	0.08425133472941679
2	2010-04-26	600161	0.08105228983948842
3	2010-04-26	002038	0.10463477780957428
4	2010-04-26	600875	0.09131928397765668
5	2010-04-26	601607	0.16321208589168015
6	2010-04-26	600812	0.09596972421015428
7	2010-04-26	601099	0.0735614730427599
8	2010-04-26	600547	0.07910637288081833
9	2010-04-26	600816	0.15101756849194803
0	2010-04-27	600276	0.07587508912650326
1	2010-04-27	000568	0.08425133472941679
2	2010-04-27	600161	0.08105228983948842
3	2010-04-27	002038	0.10463477780957428
4	2010-04-27	600875	0.09131928397765668
5	2010-04-27	601607	0.16321208589168015
6	2010-04-27	600812	0.09596972421015428
7	2010-04-27	601099	0.0735614730427599
8	2010-04-27	600547	0.07910637288081833
9	2010-04-27	600816	0.15101756849194803
0	2010-04-28	600276	0.07587508912650326
1	2010-04-28	000568	0.08425133472941679
2	2010-04-28	600161	0.08105228983948842
3	2010-04-28	002038	0.10463477780957428
4	2010-04-28	600875	0.09131928397765668
5	2010-04-28	601607	0.16321208589168015
6	2010-04-28	600812	0.09596972421015428
7	2010-04-28	601099	0.0735614730427599
8	2010-04-28	600547	0.07910637288081833
9	2010-04-28	600816	0.15101756849194803
0	2010-04-29	600276	0.07587508912650326
1	2010-04-29	000568	0.08425133472941679
2	2010-04-29	600161	0.08105228983948842
3	2010-04-29	002038	0.10463477780957428
4	2010-04-29	600875	0.09131928397765668
5	2010-04-29	601607	0.16321208589168015
6	2010-04-29	600812	0.09596972421015428
7	2010-04-29	601099	0.0735614730427599
8	2010-04-29	600547	0.07910637288081833
9	2010-04-29	600816	0.15101756849194803
0	2010-04-30	600276	0.07587508912650326
1	2010-04-30	000568	0.08425133472941679
2	2010-04-30	600161	0.08105228983948842
3	2010-04-30	002038	0.10463477780957428
4	2010-04-30	600875	0.09131928397765668
5	2010-04-30	601607	0.16321208589168015
6	2010-04-30	600812	0.09596972421015428
7	2010-04-30	601099	0.0735614730427599
8	2010-04-30	600547	0.07910637288081833
9	2010-04-30	600816	0.15101756849194803
0	2010-05-04	600276	0.07587508912650326
1	2010-05-04	000568	0.08425133472941679
2	2010-05-04	600161	0.08105228983948842
3	2010-05-04	002038	0.10463477780957428
4	2010-05-04	600875	0.09131928397765668
5	2010-05-04	601607	0.16321208589168015
6	2010-05-04	600812	0.09596972421015428
7	2010-05-04	601099	0.0735614730427599
8	2010-05-04	600547	0.07910637288081833
9	2010-05-04	600816	0.15101756849194803
5	2010-05-05	002007	0.10853960819720929
3	2010-05-05	002038	0.08649151281003485
9	2010-05-05	600115	0.125445241142855
2	2010-05-05	600132	0.1341980595726785
6	2010-05-05	600161	0.09950761582701242
0	2010-05-05	600276	0.0872810307555439
7	2010-05-05	600547	0.07693974690052142
4	2010-05-05	600812	0.09993532329307431
8	2010-05-05	600816	0.09311802493959813
1	2010-05-05	601099	0.08854383656147208
0	2010-05-06	600276	0.0872810307555439
1	2010-05-06	601099	0.08854383656147208
2	2010-05-06	600132	0.1341980595726785
3	2010-05-06	002038	0.08649151281003485
4	2010-05-06	600812	0.09993532329307431
5	2010-05-06	002007	0.10853960819720929
6	2010-05-06	600161	0.09950761582701242
7	2010-05-06	600547	0.07693974690052142
8	2010-05-06	600816	0.09311802493959813
9	2010-05-06	600115	0.125445241142855
0	2010-05-07	600276	0.0872810307555439
1	2010-05-07	601099	0.08854383656147208
2	2010-05-07	600132	0.1341980595726785
3	2010-05-07	002038	0.08649151281003485
4	2010-05-07	600812	0.09993532329307431
5	2010-05-07	002007	0.10853960819720929
6	2010-05-07	600161	0.09950761582701242
7	2010-05-07	600547	0.07693974690052142
8	2010-05-07	600816	0.09311802493959813
9	2010-05-07	600115	0.125445241142855
0	2010-05-10	600276	0.0872810307555439
1	2010-05-10	601099	0.08854383656147208
2	2010-05-10	600132	0.1341980595726785
3	2010-05-10	002038	0.08649151281003485
4	2010-05-10	600812	0.09993532329307431
5	2010-05-10	002007	0.10853960819720929
6	2010-05-10	600161	0.09950761582701242
7	2010-05-10	600547	0.07693974690052142
8	2010-05-10	600816	0.09311802493959813
9	2010-05-10	600115	0.125445241142855
0	2010-05-11	600276	0.0872810307555439
1	2010-05-11	601099	0.08854383656147208
2	2010-05-11	600132	0.1341980595726785
3	2010-05-11	002038	0.08649151281003485
4	2010-05-11	600812	0.09993532329307431
5	2010-05-11	002007	0.10853960819720929
6	2010-05-11	600161	0.09950761582701242
7	2010-05-11	600547	0.07693974690052142
8	2010-05-11	600816	0.09311802493959813
9	2010-05-11	600115	0.125445241142855
0	2010-05-12	600276	0.0872810307555439
1	2010-05-12	601099	0.08854383656147208
2	2010-05-12	600132	0.1341980595726785
3	2010-05-12	002038	0.08649151281003485
4	2010-05-12	600812	0.09993532329307431
5	2010-05-12	002007	0.10853960819720929
6	2010-05-12	600161	0.09950761582701242
7	2010-05-12	600547	0.07693974690052142
8	2010-05-12	600816	0.09311802493959813
9	2010-05-12	600115	0.125445241142855
0	2010-05-13	600276	0.0872810307555439
1	2010-05-13	601099	0.08854383656147208
2	2010-05-13	600132	0.1341980595726785
3	2010-05-13	002038	0.08649151281003485
4	2010-05-13	600812	0.09993532329307431
5	2010-05-13	002007	0.10853960819720929
6	2010-05-13	600161	0.09950761582701242
7	2010-05-13	600547	0.07693974690052142
8	2010-05-13	600816	0.09311802493959813
9	2010-05-13	600115	0.125445241142855
0	2010-05-14	600276	0.0872810307555439
1	2010-05-14	601099	0.08854383656147208
2	2010-05-14	600132	0.1341980595726785
3	2010-05-14	002038	0.08649151281003485
4	2010-05-14	600812	0.09993532329307431
5	2010-05-14	002007	0.10853960819720929
6	2010-05-14	600161	0.09950761582701242
7	2010-05-14	600547	0.07693974690052142
8	2010-05-14	600816	0.09311802493959813
9	2010-05-14	600115	0.125445241142855
0	2010-05-17	600276	0.0872810307555439
1	2010-05-17	601099	0.08854383656147208
2	2010-05-17	600132	0.1341980595726785
3	2010-05-17	002038	0.08649151281003485
4	2010-05-17	600812	0.09993532329307431
5	2010-05-17	002007	0.10853960819720929
6	2010-05-17	600161	0.09950761582701242
7	2010-05-17	600547	0.07693974690052142
8	2010-05-17	600816	0.09311802493959813
9	2010-05-17	600115	0.125445241142855
0	2010-05-18	600276	0.0872810307555439
1	2010-05-18	601099	0.08854383656147208
2	2010-05-18	600132	0.1341980595726785
3	2010-05-18	002038	0.08649151281003485
4	2010-05-18	600812	0.09993532329307431
5	2010-05-18	002007	0.10853960819720929
6	2010-05-18	600161	0.09950761582701242
7	2010-05-18	600547	0.07693974690052142
8	2010-05-18	600816	0.09311802493959813
9	2010-05-18	600115	0.125445241142855
0	2010-05-19	600276	0.0872810307555439
1	2010-05-19	601099	0.08854383656147208
2	2010-05-19	600132	0.1341980595726785
3	2010-05-19	002038	0.08649151281003485
4	2010-05-19	600812	0.09993532329307431
5	2010-05-19	002007	0.10853960819720929
6	2010-05-19	600161	0.09950761582701242
7	2010-05-19	600547	0.07693974690052142
8	2010-05-19	600816	0.09311802493959813
9	2010-05-19	600115	0.125445241142855
0	2010-05-20	600276	0.0872810307555439
1	2010-05-20	601099	0.08854383656147208
2	2010-05-20	600132	0.1341980595726785
3	2010-05-20	002038	0.08649151281003485
4	2010-05-20	600812	0.09993532329307431
5	2010-05-20	002007	0.10853960819720929
6	2010-05-20	600161	0.09950761582701242
7	2010-05-20	600547	0.07693974690052142
8	2010-05-20	600816	0.09311802493959813
9	2010-05-20	600115	0.125445241142855
0	2010-05-21	600276	0.0872810307555439
1	2010-05-21	601099	0.08854383656147208
2	2010-05-21	600132	0.1341980595726785
3	2010-05-21	002038	0.08649151281003485
4	2010-05-21	600812	0.09993532329307431
5	2010-05-21	002007	0.10853960819720929
6	2010-05-21	600161	0.09950761582701242
7	2010-05-21	600547	0.07693974690052142
8	2010-05-21	600816	0.09311802493959813
9	2010-05-21	600115	0.125445241142855
0	2010-05-24	600276	0.0872810307555439
1	2010-05-24	601099	0.08854383656147208
2	2010-05-24	600132	0.1341980595726785
3	2010-05-24	002038	0.08649151281003485
4	2010-05-24	600812	0.09993532329307431
5	2010-05-24	002007	0.10853960819720929
6	2010-05-24	600161	0.09950761582701242
7	2010-05-24	600547	0.07693974690052142
8	2010-05-24	600816	0.09311802493959813
9	2010-05-24	600115	0.125445241142855
0	2010-05-25	600276	0.0872810307555439
1	2010-05-25	601099	0.08854383656147208
2	2010-05-25	600132	0.1341980595726785
3	2010-05-25	002038	0.08649151281003485
4	2010-05-25	600812	0.09993532329307431
5	2010-05-25	002007	0.10853960819720929
6	2010-05-25	600161	0.09950761582701242
7	2010-05-25	600547	0.07693974690052142
8	2010-05-25	600816	0.09311802493959813
9	2010-05-25	600115	0.125445241142855
0	2010-05-26	600276	0.0872810307555439
1	2010-05-26	601099	0.08854383656147208
2	2010-05-26	600132	0.1341980595726785
3	2010-05-26	002038	0.08649151281003485
4	2010-05-26	600812	0.09993532329307431
5	2010-05-26	002007	0.10853960819720929
6	2010-05-26	600161	0.09950761582701242
7	2010-05-26	600547	0.07693974690052142
8	2010-05-26	600816	0.09311802493959813
9	2010-05-26	600115	0.125445241142855
0	2010-05-27	600276	0.0872810307555439
1	2010-05-27	601099	0.08854383656147208
2	2010-05-27	600132	0.1341980595726785
3	2010-05-27	002038	0.08649151281003485
4	2010-05-27	600812	0.09993532329307431
5	2010-05-27	002007	0.10853960819720929
6	2010-05-27	600161	0.09950761582701242
7	2010-05-27	600547	0.07693974690052142
8	2010-05-27	600816	0.09311802493959813
9	2010-05-27	600115	0.125445241142855
0	2010-05-28	600276	0.0872810307555439
1	2010-05-28	601099	0.08854383656147208
2	2010-05-28	600132	0.1341980595726785
3	2010-05-28	002038	0.08649151281003485
4	2010-05-28	600812	0.09993532329307431
5	2010-05-28	002007	0.10853960819720929
6	2010-05-28	600161	0.09950761582701242
7	2010-05-28	600547	0.07693974690052142
8	2010-05-28	600816	0.09311802493959813
9	2010-05-28	600115	0.125445241142855
0	2010-05-31	600276	0.0872810307555439
1	2010-05-31	601099	0.08854383656147208
2	2010-05-31	600132	0.1341980595726785
3	2010-05-31	002038	0.08649151281003485
4	2010-05-31	600812	0.09993532329307431
5	2010-05-31	002007	0.10853960819720929
6	2010-05-31	600161	0.09950761582701242
7	2010-05-31	600547	0.07693974690052142
8	2010-05-31	600816	0.09311802493959813
9	2010-05-31	600115	0.125445241142855
0	2010-06-01	600276	0.0872810307555439
1	2010-06-01	601099	0.08854383656147208
2	2010-06-01	600132	0.1341980595726785
3	2010-06-01	002038	0.08649151281003485
4	2010-06-01	600812	0.09993532329307431
5	2010-06-01	002007	0.10853960819720929
6	2010-06-01	600161	0.09950761582701242
7	2010-06-01	600547	0.07693974690052142
8	2010-06-01	600816	0.09311802493959813
9	2010-06-01	600115	0.125445241142855
6	2010-06-02	002007	0.0905144836980654
0	2010-06-02	002038	0.0552565597808308
4	2010-06-02	600111	0.14608488821254478
9	2010-06-02	600115	0.11955365194740944
5	2010-06-02	600132	0.14261353356394127
3	2010-06-02	600161	0.10450800270247688
2	2010-06-02	600276	0.07153184592041063
7	2010-06-02	600547	0.08570436457032923
1	2010-06-02	600812	0.09022561319064079
8	2010-06-02	600816	0.09311802493959813
6	2010-06-03	002007	0.0905144836980654
0	2010-06-03	002038	0.0552565597808308
4	2010-06-03	600111	0.14608488821254478
9	2010-06-03	600115	0.11955365194740944
5	2010-06-03	600132	0.14261353356394127
3	2010-06-03	600161	0.10450800270247688
2	2010-06-03	600276	0.07153184592041063
7	2010-06-03	600547	0.08570436457032923
1	2010-06-03	600812	0.09022561319064079
8	2010-06-03	600816	0.09311802493959813
6	2010-06-04	002007	0.0905144836980654
0	2010-06-04	002038	0.0552565597808308
4	2010-06-04	600111	0.14608488821254478
9	2010-06-04	600115	0.11955365194740944
5	2010-06-04	600132	0.14261353356394127
3	2010-06-04	600161	0.10450800270247688
2	2010-06-04	600276	0.07153184592041063
7	2010-06-04	600547	0.08570436457032923
1	2010-06-04	600812	0.09022561319064079
8	2010-06-04	600816	0.09311802493959813
6	2010-06-07	002007	0.0905144836980654
0	2010-06-07	002038	0.0552565597808308
4	2010-06-07	600111	0.14608488821254478
9	2010-06-07	600115	0.11955365194740944
5	2010-06-07	600132	0.14261353356394127
3	2010-06-07	600161	0.10450800270247688
2	2010-06-07	600276	0.07153184592041063
7	2010-06-07	600547	0.08570436457032923
1	2010-06-07	600812	0.09022561319064079
8	2010-06-07	600816	0.09311802493959813
6	2010-06-08	002007	0.0905144836980654
0	2010-06-08	002038	0.0552565597808308
4	2010-06-08	600111	0.14608488821254478
9	2010-06-08	600115	0.11955365194740944
5	2010-06-08	600132	0.14261353356394127
3	2010-06-08	600161	0.10450800270247688
2	2010-06-08	600276	0.07153184592041063
7	2010-06-08	600547	0.08570436457032923
1	2010-06-08	600812	0.09022561319064079
8	2010-06-08	600816	0.09311802493959813
6	2010-06-09	002007	0.0905144836980654
0	2010-06-09	002038	0.0552565597808308
4	2010-06-09	600111	0.14608488821254478
9	2010-06-09	600115	0.11955365194740944
5	2010-06-09	600132	0.14261353356394127
3	2010-06-09	600161	0.10450800270247688
2	2010-06-09	600276	0.07153184592041063
7	2010-06-09	600547	0.08570436457032923
1	2010-06-09	600812	0.09022561319064079
8	2010-06-09	600816	0.09311802493959813
6	2010-06-10	002007	0.0905144836980654
0	2010-06-10	002038	0.0552565597808308
4	2010-06-10	600111	0.14608488821254478
9	2010-06-10	600115	0.11955365194740944
5	2010-06-10	600132	0.14261353356394127
3	2010-06-10	600161	0.10450800270247688
2	2010-06-10	600276	0.07153184592041063
7	2010-06-10	600547	0.08570436457032923
1	2010-06-10	600812	0.09022561319064079
8	2010-06-10	600816	0.09311802493959813
6	2010-06-11	002007	0.0905144836980654
0	2010-06-11	002038	0.0552565597808308
4	2010-06-11	600111	0.14608488821254478
9	2010-06-11	600115	0.11955365194740944
5	2010-06-11	600132	0.14261353356394127
3	2010-06-11	600161	0.10450800270247688
2	2010-06-11	600276	0.07153184592041063
7	2010-06-11	600547	0.08570436457032923
1	2010-06-11	600812	0.09022561319064079
8	2010-06-11	600816	0.09311802493959813
6	2010-06-17	002007	0.0905144836980654
0	2010-06-17	002038	0.0552565597808308
4	2010-06-17	600111	0.14608488821254478
9	2010-06-17	600115	0.11955365194740944
5	2010-06-17	600132	0.14261353356394127
3	2010-06-17	600161	0.10450800270247688
2	2010-06-17	600276	0.07153184592041063
7	2010-06-17	600547	0.08570436457032923
1	2010-06-17	600812	0.09022561319064079
8	2010-06-17	600816	0.09311802493959813
6	2010-06-18	002007	0.0905144836980654
0	2010-06-18	002038	0.0552565597808308
4	2010-06-18	600111	0.14608488821254478
9	2010-06-18	600115	0.11955365194740944
5	2010-06-18	600132	0.14261353356394127
3	2010-06-18	600161	0.10450800270247688
2	2010-06-18	600276	0.07153184592041063
7	2010-06-18	600547	0.08570436457032923
1	2010-06-18	600812	0.09022561319064079
8	2010-06-18	600816	0.09311802493959813
6	2010-06-21	002007	0.0905144836980654
0	2010-06-21	002038	0.0552565597808308
4	2010-06-21	600111	0.14608488821254478
9	2010-06-21	600115	0.11955365194740944
5	2010-06-21	600132	0.14261353356394127
3	2010-06-21	600161	0.10450800270247688
2	2010-06-21	600276	0.07153184592041063
7	2010-06-21	600547	0.08570436457032923
1	2010-06-21	600812	0.09022561319064079
8	2010-06-21	600816	0.09311802493959813
6	2010-06-22	002007	0.0905144836980654
0	2010-06-22	002038	0.0552565597808308
4	2010-06-22	600111	0.14608488821254478
9	2010-06-22	600115	0.11955365194740944
5	2010-06-22	600132	0.14261353356394127
3	2010-06-22	600161	0.10450800270247688
2	2010-06-22	600276	0.07153184592041063
7	2010-06-22	600547	0.08570436457032923
1	2010-06-22	600812	0.09022561319064079
8	2010-06-22	600816	0.09311802493959813
6	2010-06-23	002007	0.0905144836980654
0	2010-06-23	002038	0.0552565597808308
4	2010-06-23	600111	0.14608488821254478
9	2010-06-23	600115	0.11955365194740944
5	2010-06-23	600132	0.14261353356394127
3	2010-06-23	600161	0.10450800270247688
2	2010-06-23	600276	0.07153184592041063
7	2010-06-23	600547	0.08570436457032923
1	2010-06-23	600812	0.09022561319064079
8	2010-06-23	600816	0.09311802493959813
6	2010-06-24	002007	0.0905144836980654
0	2010-06-24	002038	0.0552565597808308
4	2010-06-24	600111	0.14608488821254478
9	2010-06-24	600115	0.11955365194740944
5	2010-06-24	600132	0.14261353356394127
3	2010-06-24	600161	0.10450800270247688
2	2010-06-24	600276	0.07153184592041063
7	2010-06-24	600547	0.08570436457032923
1	2010-06-24	600812	0.09022561319064079
8	2010-06-24	600816	0.09311802493959813
6	2010-06-25	002007	0.0905144836980654
0	2010-06-25	002038	0.0552565597808308
4	2010-06-25	600111	0.14608488821254478
9	2010-06-25	600115	0.11955365194740944
5	2010-06-25	600132	0.14261353356394127
3	2010-06-25	600161	0.10450800270247688
2	2010-06-25	600276	0.07153184592041063
7	2010-06-25	600547	0.08570436457032923
1	2010-06-25	600812	0.09022561319064079
8	2010-06-25	600816	0.09311802493959813
6	2010-06-28	002007	0.0905144836980654
0	2010-06-28	002038	0.0552565597808308
4	2010-06-28	600111	0.14608488821254478
9	2010-06-28	600115	0.11955365194740944
5	2010-06-28	600132	0.14261353356394127
3	2010-06-28	600161	0.10450800270247688
2	2010-06-28	600276	0.07153184592041063
7	2010-06-28	600547	0.08570436457032923
1	2010-06-28	600812	0.09022561319064079
8	2010-06-28	600816	0.09311802493959813
6	2010-06-29	002007	0.0905144836980654
0	2010-06-29	002038	0.0552565597808308
4	2010-06-29	600111	0.14608488821254478
9	2010-06-29	600115	0.11955365194740944
5	2010-06-29	600132	0.14261353356394127
3	2010-06-29	600161	0.10450800270247688
2	2010-06-29	600276	0.07153184592041063
7	2010-06-29	600547	0.08570436457032923
1	2010-06-29	600812	0.09022561319064079
8	2010-06-29	600816	0.09311802493959813
6	2010-06-30	002007	0.0905144836980654
0	2010-06-30	002038	0.0552565597808308
4	2010-06-30	600111	0.14608488821254478
9	2010-06-30	600115	0.11955365194740944
5	2010-06-30	600132	0.14261353356394127
3	2010-06-30	600161	0.10450800270247688
2	2010-06-30	600276	0.07153184592041063
7	2010-06-30	600547	0.08570436457032923
1	2010-06-30	600812	0.09022561319064079
8	2010-06-30	600816	0.09311802493959813
6	2010-07-01	002007	0.0905144836980654
0	2010-07-01	002038	0.0552565597808308
4	2010-07-01	600111	0.14608488821254478
9	2010-07-01	600115	0.11955365194740944
5	2010-07-01	600132	0.14261353356394127
3	2010-07-01	600161	0.10450800270247688
2	2010-07-01	600276	0.07153184592041063
7	2010-07-01	600547	0.08570436457032923
1	2010-07-01	600812	0.09022561319064079
8	2010-07-01	600816	0.09311802493959813
6	2010-07-02	002007	0.11217754665800622
5	2010-07-02	002304	0.11423796629252399
4	2010-07-02	600111	0.08361204034096677
9	2010-07-02	600115	0.10983833837864154
7	2010-07-02	600132	0.1082978361971395
3	2010-07-02	600161	0.11830104844830723
2	2010-07-02	600276	0.11035463161191306
8	2010-07-02	600547	0.07180558225659836
1	2010-07-02	600809	0.07559447535736892
8	2010-07-02	600816	0.09311802493959813
6	2010-07-05	002007	0.11217754665800622
5	2010-07-05	002304	0.11423796629252399
4	2010-07-05	600111	0.08361204034096677
9	2010-07-05	600115	0.10983833837864154
7	2010-07-05	600132	0.1082978361971395
3	2010-07-05	600161	0.11830104844830723
2	2010-07-05	600276	0.11035463161191306
8	2010-07-05	600547	0.07180558225659836
1	2010-07-05	600809	0.07559447535736892
8	2010-07-05	600816	0.09311802493959813
6	2010-07-06	002007	0.11217754665800622
5	2010-07-06	002304	0.11423796629252399
4	2010-07-06	600111	0.08361204034096677
9	2010-07-06	600115	0.10983833837864154
7	2010-07-06	600132	0.1082978361971395
3	2010-07-06	600161	0.11830104844830723
2	2010-07-06	600276	0.11035463161191306
8	2010-07-06	600547	0.07180558225659836
1	2010-07-06	600809	0.07559447535736892
8	2010-07-06	600816	0.09311802493959813
6	2010-07-07	002007	0.11217754665800622
5	2010-07-07	002304	0.11423796629252399
4	2010-07-07	600111	0.08361204034096677
9	2010-07-07	600115	0.10983833837864154
7	2010-07-07	600132	0.1082978361971395
3	2010-07-07	600161	0.11830104844830723
2	2010-07-07	600276	0.11035463161191306
8	2010-07-07	600547	0.07180558225659836
1	2010-07-07	600809	0.07559447535736892
8	2010-07-07	600816	0.09311802493959813
6	2010-07-08	002007	0.11217754665800622
5	2010-07-08	002304	0.11423796629252399
4	2010-07-08	600111	0.08361204034096677
9	2010-07-08	600115	0.10983833837864154
7	2010-07-08	600132	0.1082978361971395
3	2010-07-08	600161	0.11830104844830723
2	2010-07-08	600276	0.11035463161191306
8	2010-07-08	600547	0.07180558225659836
1	2010-07-08	600809	0.07559447535736892
8	2010-07-08	600816	0.09311802493959813
6	2010-07-09	002007	0.11217754665800622
5	2010-07-09	002304	0.11423796629252399
4	2010-07-09	600111	0.08361204034096677
9	2010-07-09	600115	0.10983833837864154
7	2010-07-09	600132	0.1082978361971395
3	2010-07-09	600161	0.11830104844830723
2	2010-07-09	600276	0.11035463161191306
8	2010-07-09	600547	0.07180558225659836
1	2010-07-09	600809	0.07559447535736892
8	2010-07-09	600816	0.09311802493959813
6	2010-07-12	002007	0.11217754665800622
5	2010-07-12	002304	0.11423796629252399
4	2010-07-12	600111	0.08361204034096677
9	2010-07-12	600115	0.10983833837864154
7	2010-07-12	600132	0.1082978361971395
3	2010-07-12	600161	0.11830104844830723
2	2010-07-12	600276	0.11035463161191306
8	2010-07-12	600547	0.07180558225659836
1	2010-07-12	600809	0.07559447535736892
8	2010-07-12	600816	0.09311802493959813
6	2010-07-13	002007	0.11217754665800622
5	2010-07-13	002304	0.11423796629252399
4	2010-07-13	600111	0.08361204034096677
9	2010-07-13	600115	0.10983833837864154
7	2010-07-13	600132	0.1082978361971395
3	2010-07-13	600161	0.11830104844830723
2	2010-07-13	600276	0.11035463161191306
8	2010-07-13	600547	0.07180558225659836
1	2010-07-13	600809	0.07559447535736892
8	2010-07-13	600816	0.09311802493959813
6	2010-07-14	002007	0.11217754665800622
5	2010-07-14	002304	0.11423796629252399
4	2010-07-14	600111	0.08361204034096677
9	2010-07-14	600115	0.10983833837864154
7	2010-07-14	600132	0.1082978361971395
3	2010-07-14	600161	0.11830104844830723
2	2010-07-14	600276	0.11035463161191306
8	2010-07-14	600547	0.07180558225659836
1	2010-07-14	600809	0.07559447535736892
8	2010-07-14	600816	0.09311802493959813
6	2010-07-15	002007	0.11217754665800622
5	2010-07-15	002304	0.11423796629252399
4	2010-07-15	600111	0.08361204034096677
9	2010-07-15	600115	0.10983833837864154
7	2010-07-15	600132	0.1082978361971395
3	2010-07-15	600161	0.11830104844830723
2	2010-07-15	600276	0.11035463161191306
8	2010-07-15	600547	0.07180558225659836
1	2010-07-15	600809	0.07559447535736892
8	2010-07-15	600816	0.09311802493959813
6	2010-07-16	002007	0.11217754665800622
5	2010-07-16	002304	0.11423796629252399
4	2010-07-16	600111	0.08361204034096677
9	2010-07-16	600115	0.10983833837864154
7	2010-07-16	600132	0.1082978361971395
3	2010-07-16	600161	0.11830104844830723
2	2010-07-16	600276	0.11035463161191306
8	2010-07-16	600547	0.07180558225659836
1	2010-07-16	600809	0.07559447535736892
8	2010-07-16	600816	0.09311802493959813
6	2010-07-19	002007	0.11217754665800622
5	2010-07-19	002304	0.11423796629252399
4	2010-07-19	600111	0.08361204034096677
9	2010-07-19	600115	0.10983833837864154
7	2010-07-19	600132	0.1082978361971395
3	2010-07-19	600161	0.11830104844830723
2	2010-07-19	600276	0.11035463161191306
8	2010-07-19	600547	0.07180558225659836
1	2010-07-19	600809	0.07559447535736892
8	2010-07-19	600816	0.09311802493959813
6	2010-07-20	002007	0.11217754665800622
5	2010-07-20	002304	0.11423796629252399
4	2010-07-20	600111	0.08361204034096677
9	2010-07-20	600115	0.10983833837864154
7	2010-07-20	600132	0.1082978361971395
3	2010-07-20	600161	0.11830104844830723
2	2010-07-20	600276	0.11035463161191306
8	2010-07-20	600547	0.07180558225659836
1	2010-07-20	600809	0.07559447535736892
8	2010-07-20	600816	0.09311802493959813
6	2010-07-21	002007	0.11217754665800622
5	2010-07-21	002304	0.11423796629252399
4	2010-07-21	600111	0.08361204034096677
9	2010-07-21	600115	0.10983833837864154
7	2010-07-21	600132	0.1082978361971395
3	2010-07-21	600161	0.11830104844830723
2	2010-07-21	600276	0.11035463161191306
8	2010-07-21	600547	0.07180558225659836
1	2010-07-21	600809	0.07559447535736892
8	2010-07-21	600816	0.09311802493959813
6	2010-07-22	002007	0.11217754665800622
5	2010-07-22	002304	0.11423796629252399
4	2010-07-22	600111	0.08361204034096677
9	2010-07-22	600115	0.10983833837864154
7	2010-07-22	600132	0.1082978361971395
3	2010-07-22	600161	0.11830104844830723
2	2010-07-22	600276	0.11035463161191306
8	2010-07-22	600547	0.07180558225659836
1	2010-07-22	600809	0.07559447535736892
8	2010-07-22	600816	0.09311802493959813
6	2010-07-23	002007	0.11217754665800622
5	2010-07-23	002304	0.11423796629252399
4	2010-07-23	600111	0.08361204034096677
9	2010-07-23	600115	0.10983833837864154
7	2010-07-23	600132	0.1082978361971395
3	2010-07-23	600161	0.11830104844830723
2	2010-07-23	600276	0.11035463161191306
8	2010-07-23	600547	0.07180558225659836
1	2010-07-23	600809	0.07559447535736892
8	2010-07-23	600816	0.09311802493959813
6	2010-07-26	002007	0.11217754665800622
5	2010-07-26	002304	0.11423796629252399
4	2010-07-26	600111	0.08361204034096677
9	2010-07-26	600115	0.10983833837864154
7	2010-07-26	600132	0.1082978361971395
3	2010-07-26	600161	0.11830104844830723
2	2010-07-26	600276	0.11035463161191306
8	2010-07-26	600547	0.07180558225659836
1	2010-07-26	600809	0.07559447535736892
8	2010-07-26	600816	0.09311802493959813
6	2010-07-27	002007	0.11217754665800622
5	2010-07-27	002304	0.11423796629252399
4	2010-07-27	600111	0.08361204034096677
9	2010-07-27	600115	0.10983833837864154
7	2010-07-27	600132	0.1082978361971395
3	2010-07-27	600161	0.11830104844830723
2	2010-07-27	600276	0.11035463161191306
8	2010-07-27	600547	0.07180558225659836
1	2010-07-27	600809	0.07559447535736892
8	2010-07-27	600816	0.09311802493959813
6	2010-07-28	002007	0.11217754665800622
5	2010-07-28	002304	0.11423796629252399
4	2010-07-28	600111	0.08361204034096677
9	2010-07-28	600115	0.10983833837864154
7	2010-07-28	600132	0.1082978361971395
3	2010-07-28	600161	0.11830104844830723
2	2010-07-28	600276	0.11035463161191306
8	2010-07-28	600547	0.07180558225659836
1	2010-07-28	600809	0.07559447535736892
8	2010-07-28	600816	0.09311802493959813
6	2010-07-29	002007	0.11217754665800622
5	2010-07-29	002304	0.11423796629252399
4	2010-07-29	600111	0.08361204034096677
9	2010-07-29	600115	0.10983833837864154
7	2010-07-29	600132	0.1082978361971395
3	2010-07-29	600161	0.11830104844830723
2	2010-07-29	600276	0.11035463161191306
8	2010-07-29	600547	0.07180558225659836
1	2010-07-29	600809	0.07559447535736892
8	2010-07-29	600816	0.09311802493959813
6	2010-07-30	002007	0.11217754665800622
5	2010-07-30	002304	0.11423796629252399
4	2010-07-30	600111	0.08361204034096677
9	2010-07-30	600115	0.10983833837864154
7	2010-07-30	600132	0.1082978361971395
3	2010-07-30	600161	0.11830104844830723
2	2010-07-30	600276	0.11035463161191306
8	2010-07-30	600547	0.07180558225659836
